exp,policy,profile,arrival,rate_rps,seed,capacity_rps,offered_load,n,throughput_rps,throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,latency_p50_s,latency_p95_s,latency_p99_s,queue_wait_p95_s,tpot_mean_s,tpot_p95_s,utilization,mean_decode_batch,max_kv_reserved
frontier,continuous_64,chat,poisson,2.0401,1,5.1003,0.4,1350,2.002997,379.83347,0.068882,0.171364,0.265092,2.545015,8.240736,15.032166,0.045585,0.01748,0.021388,0.994908,6.332025,12612
frontier,continuous_64,chat,poisson,2.0401,2,5.1003,0.4,1350,2.078935,403.19166,0.06687,0.168036,0.243873,2.779008,8.705086,13.627777,0.040457,0.017886,0.022877,0.995678,6.816509,12102
frontier,continuous_64,chat,poisson,2.4409,0,5.1003,0.4786,1350,2.394379,464.33566,0.066219,0.17053,0.244083,2.879914,9.195797,14.780544,0.045637,0.018881,0.0233,0.999455,8.229291,12724
frontier,continuous_64,chat,poisson,2.4409,1,5.1003,0.4786,1350,2.383524,451.993838,0.071343,0.176822,0.275596,2.739798,9.131134,16.40303,0.052875,0.019037,0.023687,0.998649,8.101341,18685
frontier,continuous_64,chat,poisson,2.4409,2,5.1003,0.4786,1350,2.482538,481.467096,0.068531,0.175052,0.243208,3.02065,9.659971,14.574752,0.051221,0.019564,0.025555,0.99918,8.810014,14398
frontier,continuous_64,chat,poisson,2.8416,0,5.1003,0.5571,1350,2.778806,538.8867,0.067187,0.17752,0.259341,3.139692,10.013939,16.052315,0.052494,0.020648,0.025819,0.999561,10.380842,14589
frontier,continuous_64,chat,poisson,2.8416,1,5.1003,0.5571,1350,2.759696,523.328373,0.071548,0.179161,0.291142,3.003536,9.956142,17.740468,0.052745,0.020852,0.026322,0.999283,10.181156,19945
frontier,continuous_64,chat,poisson,2.8416,2,5.1003,0.5571,1350,2.884441,559.412681,0.069676,0.183368,0.269184,3.319632,10.6368,16.113651,0.058263,0.021601,0.029414,0.999912,11.199705,18065
frontier,continuous_64,chat,poisson,3.2423,0,5.1003,0.6357,1350,3.154082,611.66299,0.070268,0.183723,0.26057,3.507154,11.065277,17.416138,0.05365,0.022711,0.029165,0.999563,12.880915,18686
frontier,continuous_64,chat,poisson,3.2423,1,5.1003,0.6357,1350,3.130888,593.718345,0.073082,0.18518,0.305368,3.305449,10.793925,19.346605,0.060422,0.02301,0.029105,0.999311,12.630523,21252
frontier,continuous_64,chat,poisson,3.2423,2,5.1003,0.6357,1350,3.284563,637.013045,0.072454,0.197739,0.292415,3.700927,11.798772,18.270919,0.062397,0.024087,0.033772,0.999912,14.087496,23744
frontier,continuous_64,chat,poisson,3.6431,0,5.1003,0.7143,1350,3.524385,683.474854,0.071916,0.188404,0.274964,3.863681,12.390821,18.746854,0.058095,0.025219,0.032463,0.999566,15.849371,21785
frontier,continuous_64,chat,poisson,3.6431,1,5.1003,0.7143,1350,3.496414,663.034101,0.075478,0.19101,0.314963,3.705857,12.225517,21.386176,0.062972,0.025755,0.032543,0.999315,15.532447,23944
frontier,continuous_64,chat,poisson,3.6431,2,5.1003,0.7143,1350,3.682023,714.096943,0.074085,0.204069,0.300963,4.161917,13.289239,21.306754,0.069431,0.027239,0.039174,0.999912,17.627034,30635
frontier,continuous_64,chat,poisson,4.0438,0,5.1003,0.7929,1350,3.890009,754.379325,0.07459,0.198173,0.276129,4.314224,13.869385,21.527527,0.069265,0.0282,0.036115,0.999568,19.441017,25307
frontier,continuous_64,chat,poisson,4.0438,1,5.1003,0.7929,1350,3.856431,731.30506,0.078641,0.1998,0.32566,4.160003,13.859384,23.665478,0.067949,0.029077,0.037326,0.999319,19.022382,29033
frontier,continuous_64,chat,poisson,4.0438,2,5.1003,0.7929,1350,4.074243,790.164725,0.078161,0.209115,0.334376,4.72455,15.199197,24.546453,0.076755,0.031164,0.045477,0.999913,22.020324,35371
frontier,continuous_64,chat,poisson,4.4445,0,5.1003,0.8714,1350,4.250416,824.272154,0.077815,0.199088,0.281103,4.870582,15.404489,24.452179,0.076575,0.032192,0.041233,0.99957,23.854921,29779
frontier,continuous_64,chat,poisson,4.4445,1,5.1003,0.8714,1350,4.210308,798.411591,0.081716,0.208934,0.336396,4.754675,15.642455,26.327403,0.07223,0.033326,0.042939,0.999323,23.29867,34441
frontier,continuous_64,chat,poisson,4.4445,2,5.1003,0.8714,1350,4.462715,865.505503,0.081554,0.24471,0.473151,5.514031,17.89432,30.188713,0.094512,0.036325,0.052394,0.999913,27.661196,40101
frontier,continuous_64,chat,poisson,4.8453,0,5.1003,0.95,1350,4.605116,893.058177,0.080647,0.208532,0.296354,5.531115,18.134325,28.522293,0.077839,0.037336,0.04773,0.999572,29.394139,35055
frontier,continuous_64,chat,poisson,4.8453,1,5.1003,0.95,1350,4.556086,863.982377,0.08377,0.218479,0.353334,5.542758,18.384027,30.326387,0.077308,0.038801,0.05019,0.999328,28.621799,38900
frontier,continuous_64,chat,poisson,4.8453,2,5.1003,0.95,1350,4.846851,940.005431,0.09934,1.154797,1.820263,6.680918,22.340077,35.358998,1.058521,0.043236,0.058834,0.999913,35.07814,42889
frontier,continuous_8,chat,poisson,0.8701,0,2.1753,0.4,1350,0.8587,166.525523,0.061173,0.151946,0.216856,2.123542,6.886407,11.454698,0.013342,0.014101,0.015915,0.890943,2.550502,5420
frontier,continuous_8,chat,poisson,0.8701,1,2.1753,0.4,1350,0.867351,164.477934,0.065552,0.153324,0.243641,2.070795,6.65181,12.039578,0.015559,0.01411,0.016112,0.898817,2.516364,8105
frontier,continuous_8,chat,poisson,0.8701,2,2.1753,0.4,1350,0.891579,172.914106,0.063875,0.162487,0.334397,2.208274,6.952337,10.6194,0.014122,0.014232,0.016433,0.907193,2.627734,6249
frontier,continuous_8,chat,poisson,1.041,0,2.1753,0.4786,1350,1.026737,199.112433,0.062071,0.169121,0.488078,2.2157,7.047185,11.720414,0.029219,0.014473,0.016549,0.933162,2.976904,6031
frontier,continuous_8,chat,poisson,1.041,1,2.1753,0.4786,1350,1.035455,196.355985,0.065524,0.162943,0.344259,2.136006,6.853032,12.426795,0.035524,0.014527,0.016908,0.936385,2.951456,8105
frontier,continuous_8,chat,poisson,1.041,2,2.1753,0.4786,1350,1.065873,206.717048,0.065452,0.185599,0.994448,2.302314,7.145237,10.832556,0.040586,0.014656,0.017092,0.940242,3.107936,6717
frontier,continuous_8,chat,poisson,1.2119,0,2.1753,0.5571,1350,1.194561,231.658163,0.06419,0.225941,1.257895,2.280312,7.28053,12.088436,0.110691,0.014899,0.017156,0.958954,3.452738,6118
frontier,continuous_8,chat,poisson,1.2119,1,2.1753,0.5571,1350,1.202818,228.093547,0.066356,0.189778,0.737041,2.192922,7.093023,12.783532,0.078836,0.014921,0.017391,0.960292,3.427193,8105
frontier,continuous_8,chat,poisson,1.2119,2,2.1753,0.5571,1350,1.239877,240.463593,0.068891,0.386158,1.485166,2.398389,7.450397,11.12915,0.313603,0.015093,0.017583,0.961052,3.632493,7067
frontier,continuous_8,chat,poisson,1.3828,0,2.1753,0.6357,1350,1.362146,264.157448,0.06784,0.760441,2.025412,2.385785,7.594753,12.584669,0.714734,0.015296,0.017555,0.97409,3.977948,6257
frontier,continuous_8,chat,poisson,1.3828,1,2.1753,0.6357,1350,1.369439,259.69027,0.069557,0.46034,1.267407,2.290542,7.361391,13.155522,0.404548,0.015328,0.017835,0.975559,3.942927,8105
frontier,continuous_8,chat,poisson,1.3828,2,2.1753,0.6357,1350,1.413594,274.154531,0.073163,1.224065,2.27174,2.542886,7.755624,11.798773,1.160265,0.015508,0.018082,0.976272,4.190993,7665
frontier,continuous_8,chat,poisson,1.5538,0,2.1753,0.7143,1350,1.52953,296.617747,0.072702,1.262494,2.576571,2.529439,7.914744,13.175101,1.212893,0.015697,0.018008,0.985044,4.538104,6848
frontier,continuous_8,chat,poisson,1.5538,1,2.1753,0.7143,1350,1.535274,291.138026,0.071755,0.8669,1.883534,2.395763,7.732351,13.630707,0.788128,0.015752,0.018188,0.985386,4.498534,8475
frontier,continuous_8,chat,poisson,1.5538,2,2.1753,0.7143,1350,1.587001,307.785346,0.08061,2.646249,4.126429,2.804215,8.196541,13.131196,2.562211,0.015917,0.018307,0.983751,4.810422,7665
frontier,continuous_8,chat,poisson,1.7247,0,2.1753,0.7929,1350,1.696705,329.037675,0.082002,2.029609,3.177711,2.759756,8.472932,13.750203,1.917707,0.016094,0.01827,0.991834,5.143635,6848
frontier,continuous_8,chat,poisson,1.7247,1,2.1753,0.7929,1350,1.700245,322.42193,0.080647,1.423043,2.580601,2.591281,8.297632,14.101854,1.386037,0.016172,0.018465,0.990333,5.103482,8962
frontier,continuous_8,chat,poisson,1.7247,2,2.1753,0.7929,1350,1.760129,341.361948,0.09627,4.749021,6.467728,3.141667,9.416114,14.901267,4.702038,0.016332,0.018719,0.988828,5.474546,7665
frontier,continuous_8,chat,poisson,1.8956,0,2.1753,0.8714,1350,1.863635,361.409831,0.11799,3.115067,4.452511,3.117666,9.243053,14.30184,3.057189,0.016486,0.018664,0.996392,5.79214,7026
frontier,continuous_8,chat,poisson,1.8956,1,2.1753,0.8714,1350,1.86111,352.927175,0.10376,2.751955,4.397512,2.927671,8.792675,14.41958,2.688937,0.016549,0.018708,0.993919,5.73303,8962
frontier,continuous_8,chat,poisson,1.8956,2,2.1753,0.8714,1350,1.932982,374.885448,0.228354,8.832539,10.691758,3.866076,12.540337,17.504183,8.769067,0.016752,0.019013,0.994382,6.169632,7665
frontier,continuous_8,chat,poisson,2.0665,0,2.1753,0.95,1350,2.030265,393.72408,0.380102,5.629603,8.321121,3.868242,11.092751,15.939137,5.58632,0.01681,0.018829,0.998356,6.496459,7026
frontier,continuous_8,chat,poisson,2.0665,1,2.1753,0.95,1350,2.020356,383.12536,0.366683,4.913568,7.735773,3.425512,10.500957,15.948703,4.833848,0.016933,0.019054,0.996603,6.397958,8962
frontier,continuous_8,chat,poisson,2.0665,2,2.1753,0.95,1350,2.105557,408.354784,1.902828,13.824325,16.937668,6.783213,18.613889,23.344799,13.768367,0.017105,0.01937,0.997823,6.920779,7665
frontier,static_2,chat,poisson,0.2157,0,0.5394,0.4,1350,0.213238,41.352678,0.124891,6.265626,12.348585,2.813383,10.262184,14.069574,6.166913,0.012494,0.0128,0.484974,1.17936,2390
frontier,static_2,chat,poisson,0.2157,1,0.5394,0.4,1350,0.216709,41.095102,0.119521,5.586696,10.837405,2.6711,9.808282,15.985824,5.401323,0.012499,0.0128,0.483436,1.192179,4257
frontier,static_2,chat,poisson,0.2157,2,0.5394,0.4,1350,0.221304,42.919936,0.180031,6.523804,10.610936,3.029649,10.150403,14.76277,6.392237,0.012517,0.0128,0.499309,1.215923,3312
frontier,static_2,chat,poisson,0.2581,0,0.5394,0.4786,1350,0.255095,49.469894,0.472753,7.841153,13.094033,3.103105,11.344916,15.761819,7.750549,0.012526,0.0128,0.567932,1.248245,2570
frontier,static_2,chat,poisson,0.2581,1,0.5394,0.4786,1350,0.259105,49.134802,0.402103,7.300733,13.110062,2.92879,10.955618,17.387033,7.202069,0.012531,0.0128,0.565841,1.255557,4257
frontier,static_2,chat,poisson,0.2581,2,0.5394,0.4786,1350,0.264623,51.321432,0.54286,8.393987,12.162783,3.264801,11.332818,15.677945,8.307938,0.012547,0.0128,0.582478,1.279549,3312
frontier,static_2,chat,poisson,0.3005,0,0.5394,0.5571,1350,0.296942,57.585261,0.879137,9.224591,14.388119,3.403493,12.423048,17.135955,9.110932,0.012562,0.0128,0.644214,1.328624,2599
frontier,static_2,chat,poisson,0.3005,1,0.5394,0.5571,1350,0.301445,57.163863,0.844844,9.638596,14.810105,3.282456,12.883615,18.134165,9.516176,0.01256,0.0128,0.644404,1.325266,4257
frontier,static_2,chat,poisson,0.3005,2,0.5394,0.5571,1350,0.307894,59.713376,0.969436,11.254471,14.567799,3.643949,14.278999,17.754739,11.089335,0.012578,0.0128,0.658383,1.361369,3312
frontier,static_2,chat,poisson,0.3429,0,0.5394,0.6357,1350,0.33881,65.704607,1.277283,10.945608,18.028404,3.902067,14.114965,21.360323,10.81747,0.012598,0.0128,0.716744,1.392669,2599
frontier,static_2,chat,poisson,0.3429,1,0.5394,0.6357,1350,0.343673,65.171625,1.215668,11.809826,17.966575,3.6077,15.248215,20.755598,11.671186,0.012593,0.0128,0.716397,1.402686,4257
frontier,static_2,chat,poisson,0.3429,2,0.5394,0.6357,1350,0.351115,68.095786,1.515426,15.578319,24.278345,4.147529,18.244621,27.202127,15.496785,0.012612,0.0128,0.730644,1.438308,3312
frontier,static_2,chat,poisson,0.3853,0,0.5394,0.7143,1350,0.380598,73.808372,2.004411,13.944646,22.215171,4.553338,16.751568,25.007241,13.850043,0.012638,0.0128,0.782435,1.49487,3971
frontier,static_2,chat,poisson,0.3853,1,0.5394,0.7143,1350,0.385771,73.154786,1.779478,14.642383,21.859551,4.180145,18.033436,24.151606,14.537253,0.012637,0.0128,0.779304,1.499482,4257
frontier,static_2,chat,poisson,0.3853,2,0.5394,0.7143,1350,0.394287,76.468677,2.191087,22.882683,34.578727,4.838203,25.203694,37.26062,22.794223,0.012653,0.0128,0.796749,1.536787,3312
frontier,static_2,chat,poisson,0.4276,0,0.5394,0.7929,1350,0.422366,81.908399,3.112736,17.378257,22.787393,5.691777,20.397223,26.095962,17.265378,0.012674,0.0128,0.837379,1.591626,3735
frontier,static_2,chat,poisson,0.4276,1,0.5394,0.7929,1350,0.427787,81.122316,2.756682,18.548799,25.612718,5.20404,20.941123,27.778857,18.471539,0.012673,0.0128,0.839228,1.590709,4257
frontier,static_2,chat,poisson,0.4276,2,0.5394,0.7929,1350,0.437411,84.832065,3.738132,40.696455,52.853476,6.279036,44.196271,55.855056,40.597535,0.012692,0.0128,0.858392,1.630528,3312
frontier,static_2,chat,poisson,0.47,0,0.5394,0.8714,1350,0.464115,90.004692,4.791892,28.349915,32.191268,7.214916,31.248806,34.458274,28.213177,0.012716,0.0128,0.889785,1.714766,3735
frontier,static_2,chat,poisson,0.47,1,0.5394,0.8714,1350,0.469638,89.058694,3.961414,25.117191,39.318927,6.573801,27.999878,41.381916,24.931517,0.012707,0.0128,0.89455,1.679739,4257
frontier,static_2,chat,poisson,0.47,2,0.5394,0.8714,1350,0.480485,93.185967,6.591682,64.173955,70.760746,9.186545,66.281467,73.208264,64.101765,0.012732,0.0128,0.908609,1.751656,3312
frontier,static_2,chat,poisson,0.5124,0,0.5394,0.95,1350,0.505795,98.087518,7.84584,40.828714,49.275507,10.364141,43.2136,52.856129,40.716624,0.012744,0.0128,0.93752,1.795294,3735
frontier,static_2,chat,poisson,0.5124,1,0.5394,0.95,1350,0.510312,96.771731,8.153097,41.580223,55.812255,10.570654,44.140628,57.771683,41.483023,0.012746,0.0128,0.94282,1.792818,4257
frontier,static_2,chat,poisson,0.5124,2,0.5394,0.95,1350,0.52351,101.530399,22.004498,76.058359,85.84115,24.018217,79.612261,88.173448,75.938617,0.012769,0.0128,0.953465,1.874661,3089
frontier,static_8,chat,poisson,0.4206,0,1.0514,0.4,1350,0.415405,80.558414,1.254138,6.860338,9.584815,3.731267,10.441341,15.23061,6.492487,0.013007,0.0148,0.771824,1.935674,7675
frontier,static_8,chat,poisson,0.4206,1,1.0514,0.4,1350,0.421083,79.851103,1.246269,7.675654,13.637027,3.620067,12.051346,18.6349,7.360566,0.013014,0.0148,0.770943,1.899361,7785
frontier,static_8,chat,poisson,0.4206,2,1.0514,0.4,1350,0.430994,83.587646,1.344228,7.012884,10.180657,3.767005,10.696247,15.556061,6.669631,0.013058,0.0152,0.783426,1.995184,9437
frontier,static_8,chat,poisson,0.5032,0,1.0514,0.4786,1350,0.496748,96.333101,1.489216,7.686064,10.472467,4.100102,11.448655,15.430167,7.419793,0.01323,0.0148,0.841886,2.293799,7769
frontier,static_8,chat,poisson,0.5032,1,1.0514,0.4786,1350,0.502902,95.366683,1.606205,9.70042,16.378706,3.937118,14.162313,20.212645,9.356935,0.013231,0.0152,0.852337,2.29501,8864
frontier,static_8,chat,poisson,0.5032,2,1.0514,0.4786,1350,0.515488,99.974449,1.76546,8.461639,14.062814,4.359159,12.141804,18.561098,8.032871,0.01332,0.0152,0.862062,2.482992,11961
frontier,static_8,chat,poisson,0.5858,0,1.0514,0.5571,1350,0.577805,112.052203,1.968946,9.104762,12.61607,4.637309,12.600422,18.157556,8.757097,0.013496,0.0152,0.897359,2.753995,8473
frontier,static_8,chat,poisson,0.5858,1,1.0514,0.5571,1350,0.585083,110.950833,1.984404,11.118275,19.316308,4.392432,15.706849,21.989574,10.561685,0.013517,0.0152,0.902643,2.795432,8846
frontier,static_8,chat,poisson,0.5858,2,1.0514,0.5571,1350,0.59983,116.331939,2.083579,11.289011,20.813693,4.580316,14.537716,24.702141,10.84864,0.013575,0.0152,0.90633,2.973084,12067
frontier,static_8,chat,poisson,0.6684,0,1.0514,0.6357,1350,0.659198,127.836516,2.368084,11.117782,15.534957,5.03318,14.637519,19.654184,10.630982,0.013783,0.0152,0.933145,3.391016,10846
frontier,static_8,chat,poisson,0.6684,1,1.0514,0.6357,1350,0.666335,126.35881,2.464589,12.061055,20.71939,5.010636,17.212221,23.756265,11.450165,0.013767,0.0152,0.938298,3.351259,13327
frontier,static_8,chat,poisson,0.6684,2,1.0514,0.6357,1350,0.684226,132.699874,2.662659,15.556362,25.525593,5.224505,19.918323,29.165261,15.105492,0.013833,0.0152,0.945353,3.513736,11985
frontier,static_8,chat,poisson,0.751,0,1.0514,0.7143,1350,0.740099,143.525515,2.894676,12.802897,18.102356,5.66668,16.332219,21.866376,12.402159,0.014021,0.0152,0.96417,3.961241,9584
frontier,static_8,chat,poisson,0.751,1,1.0514,0.7143,1350,0.747743,141.796495,3.104991,15.821319,22.701831,5.740013,20.245653,26.070561,15.295828,0.014058,0.0152,0.962529,4.08486,15195
frontier,static_8,chat,poisson,0.751,2,1.0514,0.7143,1350,0.768202,148.986257,3.251409,21.023646,31.158386,5.921926,24.016585,35.35987,20.654266,0.014137,0.0152,0.965536,4.215143,11985
frontier,static_8,chat,poisson,0.8336,0,1.0514,0.7929,1350,0.820876,159.19028,3.971115,17.546619,22.647113,6.883512,21.381548,26.472957,17.134886,0.014314,0.0152,0.981586,4.757182,12589
frontier,static_8,chat,poisson,0.8336,1,1.0514,0.7929,1350,0.827823,156.982147,4.047448,23.023157,30.02796,6.745243,26.078748,32.621247,22.407075,0.014373,0.0152,0.98034,4.811611,15194
frontier,static_8,chat,poisson,0.8336,2,1.0514,0.7929,1350,0.852039,165.245638,4.275388,29.507917,39.035656,7.164583,32.990965,43.21135,29.150719,0.014421,0.0152,0.981963,4.97387,11596
frontier,static_8,chat,poisson,0.9162,0,1.0514,0.8714,1350,0.902642,175.046989,4.995927,22.116997,28.705606,7.929014,25.621378,32.05058,21.767692,0.014529,0.0152,0.990029,5.459203,14457
frontier,static_8,chat,poisson,0.9162,1,1.0514,0.8714,1350,0.907329,172.059179,6.028252,41.255975,46.460026,8.906764,44.388347,49.312785,40.718709,0.014686,0.0152,0.987416,5.829059,14745
frontier,static_8,chat,poisson,0.9162,2,1.0514,0.8714,1350,0.936349,181.597003,6.00255,33.182491,41.989964,9.126818,35.926177,44.934978,32.787141,0.014685,0.0152,0.988578,5.746033,11961
frontier,static_8,chat,poisson,0.9989,0,1.0514,0.95,1350,0.983487,190.725069,9.380283,31.258408,35.905845,12.313908,34.071927,39.389724,30.827772,0.014845,0.0152,0.998317,6.436411,14457
frontier,static_8,chat,poisson,0.9989,1,1.0514,0.95,1350,0.984801,186.750426,9.546776,52.211126,61.83475,12.654133,55.980429,64.745279,51.766926,0.014947,0.0152,0.997216,6.795365,17101
frontier,static_8,chat,poisson,0.9989,2,1.0514,0.95,1350,1.019439,197.711457,20.802228,44.806777,48.587845,23.515636,47.651793,52.6899,44.400145,0.014983,0.0152,0.994773,6.951535,12430
frontier,static_32,chat,poisson,0.68,0,1.6999,0.4,1350,0.670511,130.030383,2.326114,9.006456,13.276245,5.030768,12.791085,16.883822,8.406636,0.013924,0.0168,0.934923,3.415124,13326
frontier,static_32,chat,poisson,0.68,1,1.6999,0.4,1350,0.677433,128.463336,2.391996,10.551275,17.041714,4.916422,15.052035,22.682992,9.855649,0.014072,0.0172,0.940986,3.575515,23393
frontier,static_32,chat,poisson,0.68,2,1.6999,0.4,1350,0.695906,134.965087,2.443031,9.439441,14.282246,5.075525,13.450925,19.440887,8.943801,0.014065,0.0168,0.946871,3.657505,24331
frontier,static_32,chat,poisson,0.8135,0,1.6999,0.4786,1350,0.801216,155.377775,2.958593,10.467322,15.460469,5.818373,14.951021,20.639415,9.76855,0.014613,0.01782,0.97037,4.628617,18129
frontier,static_32,chat,poisson,0.8135,1,1.6999,0.4786,1350,0.808854,153.385174,2.789328,12.734715,19.608957,5.465666,16.915718,24.461518,11.627895,0.014856,0.0204,0.971175,4.667341,25558
frontier,static_32,chat,poisson,0.8135,2,1.6999,0.4786,1350,0.831737,161.308339,2.951059,10.803255,15.519798,5.773332,15.243891,21.542256,9.927408,0.014809,0.0184,0.973734,4.945099,29287
frontier,static_32,chat,poisson,0.9471,0,1.6999,0.5571,1350,0.932823,180.899907,3.500718,12.148314,16.351005,6.390047,16.959907,22.029606,11.259687,0.015387,0.0196,0.990342,6.173585,19709
frontier,static_32,chat,poisson,0.9471,1,1.6999,0.5571,1350,0.938922,178.050283,3.580306,15.84806,22.282955,6.32468,20.178607,28.183902,14.310842,0.015834,0.0228,0.986479,6.407637,29875
frontier,static_32,chat,poisson,0.9471,2,1.6999,0.5571,1350,0.966987,187.538849,3.429313,12.623228,18.559513,6.369506,17.600468,25.697072,11.745842,0.015514,0.0204,0.987751,6.467761,33995
frontier,static_32,chat,poisson,1.0806,0,1.6999,0.6357,1350,1.063599,206.260922,4.180651,14.939199,20.071129,7.068499,19.717065,26.667648,13.895569,0.016469,0.0212,0.997655,8.138934,29681
frontier,static_32,chat,poisson,1.0806,1,1.6999,0.6357,1350,1.062358,201.457607,4.514552,21.664399,31.87641,7.478641,26.890773,38.175694,19.746382,0.017121,0.0248,0.993335,8.97809,58458
frontier,static_32,chat,poisson,1.0806,2,1.6999,0.6357,1350,1.102349,213.79115,4.158528,14.038076,20.385409,7.301865,19.58399,27.331674,13.170216,0.016439,0.022,0.996273,8.431645,32167
frontier,static_32,chat,poisson,1.2142,0,1.6999,0.7143,1350,1.191572,231.078458,4.899669,16.604897,21.558043,8.098591,21.681922,28.316604,15.145575,0.017513,0.0236,0.998692,10.727236,33351
frontier,static_32,chat,poisson,1.2142,1,1.6999,0.7143,1350,1.188495,225.37741,6.472161,35.795269,48.798049,9.805324,42.787397,52.8287,33.854498,0.018826,0.0248,0.996617,13.0098,59143
frontier,static_32,chat,poisson,1.2142,2,1.6999,0.7143,1350,1.236809,239.868527,5.003881,15.44671,21.903262,8.385321,20.219859,29.010539,14.130436,0.017641,0.0232,0.996939,10.932434,38298
frontier,static_32,chat,poisson,1.3478,0,1.6999,0.7929,1350,1.318432,255.680066,5.793912,20.356245,26.460109,9.665132,25.241465,31.862904,18.789949,0.018933,0.0248,0.999561,13.428053,39190
frontier,static_32,chat,poisson,1.3478,1,1.6999,0.7929,1350,1.312562,248.904444,9.705312,49.433732,63.011811,13.542668,55.184656,68.707282,47.442263,0.020624,0.0248,0.999306,16.948493,59050
frontier,static_32,chat,poisson,1.3478,2,1.6999,0.7929,1350,1.36839,265.387493,6.367206,19.805662,32.673992,10.081329,24.886632,36.476889,18.186202,0.019151,0.0248,0.999316,14.02309,47296
frontier,static_32,chat,poisson,1.4813,0,1.6999,0.8714,1350,1.443032,279.843535,8.412344,27.103767,34.353778,12.38151,33.703022,39.756806,25.415951,0.020867,0.0248,0.999563,17.944941,39104
frontier,static_32,chat,poisson,1.4813,1,1.6999,0.8714,1350,1.43418,271.96736,15.334957,61.478413,71.007398,19.519241,65.860494,77.540286,59.724431,0.022621,0.0248,0.99931,22.908377,59720
frontier,static_32,chat,poisson,1.4813,2,1.6999,0.8714,1350,1.500275,290.965502,8.480679,24.522486,33.542924,12.542019,29.914286,40.191158,22.561551,0.021276,0.0248,0.999912,18.881461,47183
frontier,static_32,chat,poisson,1.6149,0,1.6999,0.95,1350,1.563275,303.161926,11.720612,29.148685,36.55363,16.063502,35.060154,42.474848,27.349639,0.022594,0.0248,0.999565,22.624052,40170
frontier,static_32,chat,poisson,1.6149,1,1.6999,0.95,1350,1.508974,286.150642,48.956293,93.099968,99.868065,54.234307,98.029713,105.774082,91.0758,0.024558,0.0248,0.999332,28.648848,59373
frontier,static_32,chat,poisson,1.6149,2,1.6999,0.95,1350,1.62925,315.979133,17.717465,36.856583,41.234285,22.491202,41.67272,47.148768,35.061383,0.023108,0.0248,0.999913,23.590929,48176
